title,genre,year,country,rate,description
Пальмы в снегу,"Драма, Мелодрама",2015,Испания,8.8,"Кларенс, недавно похоронившая своего отца Хакобо де Рабальтуэ, находит в его вещах письмо. Из него девушка узнает о том, что Хакобо когда-то давно любил женщину, но по неизвестной причине они не смогли быть вместе. В поисках ответов Кларенс отправляется на остров Фернандо-По, где прошла юность Хакобо. Какие тайны из прошлого отца откроются героине и сможет ли она найти его таинственную возлюбленную?"
Хищники (2022),"Триллер, Драма",2022,Испания,7.9,"Супруги Антуан и Ольга решают переехать из Франции в тихую испанскую деревню, чтобы заняться фермерством. Вот только местные жители не рады новым соседям и постоянно придираются к ним. Вскоре мелкие бытовые ссоры приводят к жестоким конфликтам, которые грозят обернуться настоящей трагедией."
Неспящие в Сеуле,"Мелодрама, Комедия",2023,Южная Корея,7.2,"Хён Джин работает в издательстве, которое планирует выпустить сборник автобиографических эссе об одиночестве. Одним из авторов выбирают лидера мнений Ён-хо, транслирующего философию жизни без отношений. Эрудированный и привлекательный писатель оказывается знакомым Хён Джин еще с университетских времен. Им предстоит вместе исследовать тему любви и одиночества в мегаполисе."
Телохранитель на фрилансе,"Боевик, Комедия",2023,США,7.5,"После гибели своей команды Мейсон Петтис уходит со службы и становится адвокатом. Однажды бывший товарищ предлагает ему стать временным охранником журналистки Клэр Веллингтон, которая должна взять интервью у известного диктатора. Во время опасной поездки они неожиданно оказываются в эпицентре государственного переворота. Мейсону предстоит вспомнить былые навыки, чтобы спасти Клэр, а заодно узнать, кто на самом деле виновен в гибели его товарищей."
Я делаю шаг,Мелодрама,2023,Россия,8.5,"Выпускник вуза Саша Макаров мечтает работать учителем в престижном столичном учреждении, но ему приходится устроиться в родную школу в Пскове. Ребята принимают молодого педагога в штыки, а завуч испытывает к нему неприязнь. Положиться Саша может лишь на подругу детства. Но доверие требует честности, а Макарову есть что скрывать от коллег по работе и учеников. Чтобы завоевать расположение ребят и сотрудников школы и вернуть любовь детства, Саша решает победить в престижном литературном конкурсе."
Моя пиратская свадьба,"Боевик, Комедия, Мелодрама",2022,США,7.2,Счастливые возлюбленные Дарси и Том готовятся провести свадьбу на райском острове. Особенный день пары внезапно омрачает появление банды пиратов. Преступники берут присутствующих на свадьбе в заложники и срывают чудесный праздник влюбленных. Дарси и Том решают спасти своих гостей и предпринимают смелую попытку остановить пиратов.
57 секунд,"Триллер, Фантастика",2023,США,7.5,"Молодой блогер Франклин Фаусти предотвращает покушение на гуру технологий Антона Бюррелла. После этого он находит загадочное кольцо, которое обронил многоопытный визионер. Вскоре Франклин выясняет, что необычный аксессуар позволяет носителю перемещаться назад во времени на 57 секунд. При поддержке Бюррелла Фаусти решает воспользоваться гаджетом и воплотить в жизнь план мести. Парень готовится наказать главу фармацевтической компании, ответственной за гибель его сестры."
Лев,"Драма, Биография",2016,Австралия,8.9,"Фильм, снятый по мемуарам Сару Брайерли «Долгая дорога домой», принес своим создателям шесть номинаций на «Оскар» и «Золотой глобус». Сару, маленький мальчик из бедной семьи в Индии, ненароком залезает в проходящий через его деревню поезд и уезжает в неизвестность. Через несколько дней мальчика находят и пристраивают в детский дом, где вскоре он обретает новую семью – милую австралийскую пару. Спустя 20 лет взрослого Сару начинают беспокоить смутные воспоминания, и он решает найти своих родных, даже если на это придется потратить многие годы…"
Что видно отсюда,Драма,2022,Германия,8.0,"Луиза с рождения живет в маленькой деревушке в окружении милых чудаков. Среди них и ее бабушка Сельма, которая обладает необычным даром: если женщине снится окапи, то на следующей день кто-то из жителей деревни умирает. Десять лет назад такой вещий сон навсегда изменил жизнь Луизы. Но приезд таинственного незнакомца в деревню покажет девушке, что такое настоящая любовь."
Влюблён без памяти,"Драма, Мелодрама, История",2022,Бельгия,7.6,"Муж Жюли пропал без вести в Первую мировую войну, но и спустя три года она продолжает верить в его возвращение. Наконец, в газете публикуют фото потерявшего память бродяги, в котором женщина узнает любимого. Жюли пытается разжечь в муже прежнюю страсть и вернуть его к профессии фотографа. Вскоре на пороге их дома появляется Роуз-Мари, утверждающая что этот человек — ее законный супруг и официант в кабаре."
Взаперти,"Триллер, Драма, Детектив",2020,Канада,8.6,"Диана в одиночку воспитывает дочь, прикованную к инвалидному креслу. Хлоя обучается на дому, принимает кучу медикаментов и совсем не общается со сверстниками. Заботливая мать контролирует каждый ее шаг, поэтому 17-летняя девушка вырастает совершенно не приспособленной к жизни. Хлоя очень наивна, но после одного странного инцидента начинает подозревать неладное."
Стрельцов,"Драма, Спорт, Биография",2020,Россия,8.8,"Уже в 20 лет у Стрельцова было все: деньги, слава, любовь поклонников и сравнение с великим Пеле. Его ценили команда и руководство, прощая хромающую дисциплину. Все с нетерпением ждали победных голов спортсмена на чемпионате мира по футболу в Швеции, куда торпедовец должен был выйти на пике формы. Всего за несколько дней до отъезда судьбу Стрельцова перечеркнули недоброжелатели, обвинив в тяжелом преступлении. Суд встал на сторону жертвы и приговорил футболиста к 12 годам заключения. Отсидев 5 лет, Стрельцов вышел на свободу и неожиданно для всего мира нашел силы вернуться к делу всей своей жизни."
Семь чёрных бумаг,"Драма, Военный",2024,Россия,7.0,"1942 год. Высоко в горах Северной Осетии семьи из деревни ждут новостей об ушедших на войну мужчинах. Жителям села начинают приходить похоронки, что погружает людей в отчаяние. Видя это, двое братьев просят почтальона скрывать извещения, пока не закончится война. Удастся ли парням обмануть горе или это лишь попытка отдалить чужое несчастье?"
"На солнце, вдоль рядов кукурузы","Драма, Биография",2023,Россия,7.3,"Дамир Юсупов с детских лет хотел пойти по стопам отца и стать летчиком. Он долго и стремительно боролся за свою мечту и в итоге пришел к цели. В августе 2019 года Дамир вместе с остальным экипажем гражданского рейса оказались в невероятно сложной ситуации. Воздушное судно при взлете столкнулось со стаей чаек, после чего у самолета отказали оба двигателя. Лишь храбрые и решительные действия Юсупова и его команды помогли спасти жизни 233 человек."
До встречи на Венере,"Драма, Мелодрама",2023,США,8.1,"Миа — полна энергии и позитива. Кайл — скромный и замкнутый юноша, которого уже ничего не радует. Они встречаются случайно, когда Миа ищет попутчика для поездки в Испанию на поиски родной мамы. Под напором девушки Кайл соглашается, и вместе они отправляются в удивительное приключение."
Юра дворник,"Комедия, Драма",2023,Россия,8.3,"Прототипы героев помогали актерам вжиться в образы. Юный фотограф Рома теряет работу и возвращается из столицы в родную Уфу. Он знакомится с наивным и жизнерадостным дворником Юрой, у которого куча долгов из-за мошенников. Желая помочь мужчине поправить финансовое положение, Рома снимает его в люксовом образе и размещает в соцсетях как звезду с обложки глянцевого журнала. Пост становится вирусным, и небывалая слава меняет жизни двух провинциальных парней."
Голова-жестянка,"Драма, Комедия",2023,Россия,8.5,"16-летняя Женя сильно изменилась после сотрясения мозга и ссоры с лучшим другом Приходько. Теперь она ходит с клюкой, разрушает со всеми отношения и смотрит на все с цинизмом. Больше всего достается Приходько, но ситуация меняется после прихода Жени в кружок робототехники. Руководитель помогает девушке взглянуть на мир с другой стороны и разобраться в своих отношениях."
Закат (2021),Драма,2021,Швеция,7.6,"Бархатистый белый песок, сверкающие блики на ярко-синих волнах и роскошь люксовых номеров. С идиллическим отдыхом в Акапулько мало что может сравниться. Его хочется продлить вечно, но известие о смерти прерывает долгожданный семейный отпуск."
Выкуп (2023),"Боевик, Комедия",2023,Южная Корея,8.8,"Конец 80-х. Скромный сотрудник дипкорпуса Южной Кореи Ли Мин-джун рассчитывает на повышение и распределение в США. Засидевшись допоздна, он принимает зашифрованное сообщение от коллеги, которого давно считают погибшим. Мин-джун отправляется в Ливан, чтобы спасти друга от террористов, а его помощником неожиданно становится местный таксист и мошенник Ким Пан-су."
Путешественница во времени,"Драма, Мелодрама",2022,Франция,7.9,"2052 год, Париж. 80-летняя Джулия прожила насыщенную жизнь. В свой день рождения она размышляет о решениях и обстоятельствах, сформировавших ее судьбу. Каким бы получился путь Джулии, если бы некоторые обстоятельства сложились иначе?"
Тори и Локита,Драма,2022,Бельгия,7.5,"17-летняя Локита и 10-летний Тори знакомятся на корабле в Бельгию. Кроме друг друга, им не на кого рассчитывать. Ребята притворяются братом и сестрой в надежде вместе легализоваться в стране, но миграционная служба настаивает на ДНК-тесте. Чтобы прокормить себя и отправить денег семьям, они устраиваются в пиццерию, которая служит прикрытием для рабства и наркоторговли."
Капитан Фантастик,"Драма, Комедия",2016,США,8.5,"Много лет назад Бен Кэш решил растить свое семейство вдали от цивилизации и школьного образования. Он воспитывает шестерых детей в лесу, обучая их наукам, языкам и навыкам выживания. Отшельничество заканчивается, когда Бен узнает, что его жена покончила жизнь самоубийством. Семья Кэшов отправляется на ее похороны, где дети впервые сталкиваются с реальным миром, к которому абсолютно не приспособлены."
Ёлки-иголки,"Комедия, Семейный",2022,Россия,8.4,"Романтическая комедия с Павлом Прилучным и Алиной Алексеевой о неожиданном приключении в новогоднюю ночь. Катя жутко не любит свидания, но в канун главного зимнего праздника мама отчаянно пытается познакомить ее с молодым человеком. Чтобы избежать романтического вечера, девушка вызывается встретить дядю своих соседей в аэропорту. С этого момента начинается самый странный и самый волшебный день ее года: она встречает не того дядю, знакомится с симпатичным парнем и скрывается от бандитов. Благодаря этим невероятным событиям Катя снова поверит в чудеса."
Короче говоря,"Мелодрама, Фантастика, Комедия",2021,Австралия,8.8,"Фантастический ромком о том, как важно ценить каждую минуту. Тедди не любит спешить и часто откладывает на потом важные вещи, будь то рабочие дела или свадьба с любимой женщиной. Однажды он осознает, что начал жить в ускоренном темпе: за несколько минут пролетает целый год его жизни. Стремительно ускользающее время подталкивает Тедди задуматься над своим поведением и исправить ошибки прошлого."
Выжившие. Бетонная утопия,"Триллер, Драма, Катастрофа",2023,Южная Корея,7.6,"В Сеуле происходит мощное землетрясение, которое разрушает почти весь город. Но одному жилому комплексу удается устоять, и горожане начинают стягиваться к этому островку надежды. Местные жители принимают непрошенных гостей в штыки и пытаются их прогнать. Они выбирают лидера и создают общину для выживания и защиты комплекса от чужаков."
Паралимпиец,"Драма, Спорт",2022,Казахстан,9.0,"Талантливый спортсмен Максат Куанышбаев мечтает победить на приближающихся Олимпийских играх. Планы одаренного лыжника перечеркивает страшная авария, после которой Максат остается без ноги. Жизнь молодого мужчины постепенно рушится, пока ему не предлагают вернуться в спорт и поучаствовать в Паралимпийских играх. Максату предстоит преодолеть сомнения и личные проблемы, чтобы вновь встать на лыжи и показать себя в деле."
Кухня со звёздами,Драма,2023,Франция,8.4,"Язид провел свое детство, переезжая от одной приемной семьи к другой. Все это время мальчик мечтал стать шеф-кондитером. Нескончаемые жизненные сложности и невысокое социальное положение не предвещали Язиду такой престижной карьеры. Однако юноша не переставал день за днем преодолевать преграды, чтобы наконец осуществить свою мечту."
Моё преступление,"Комедия, Драма, Детектив, Криминал",2023,Франция,8.0,"1930-е, Париж. Юная красотка Мадлен Вердье не может достичь высот в актерской карьере и вдобавок обвиняется в убийстве прославленного продюсера. Подруга девушки, адвокат Полин, помогает ей выиграть дело. После этого жизнь Мадлен преображается, и карьера идет в гору. Белая полоса в судьбе актрисы быстро прерывается, когда правда о случившемся всплывает на поверхность."
Непослушник,Комедия,2022,Россия,9.0,"Известный ютьюб-пранкер Дмитрий устраивает ради хайпа розыгрыш в стенах церкви, где служит друг его детства. Пранк быстро выходит из-под контроля, и на Диму заводят уголовное дело из-за оскорбления чувств верующих. Скрываясь от преследования полиции, он сбегает в Димитров монастырь под видом своего друга-послушника. Новое окружение помогает парню поменять свои взгляды на мир и встретить настоящую любовь."
Чемпион мира,"Драма, Спорт, История",2021,Россия,7.7,"1978 год. В филиппинском городе Багио проходит Чемпионат мира по шахматам. В числе претендентов — действующий чемпион мира Анатолий Карпов, юный гений и идеалист, и гроссмейстер Виктор Корчной — эмигрант и диссидент, резко критикующий Советский Союз. Перед Анатолием стоит крайне непростая и амбициозная задача — любой ценой одержать победу над предателем. Психологическое напряжение соперников растет день ото дня: игра длится несколько месяцев, и всего одна ошибка может привести к поражению."
В поисках снежного барса,"Документальный, Приключения",2021,Франция,8.5,"Авантюрный путешественник Сильвен Тессон, совершивший кругосветку на велосипеде, отправляется в удивительное путешествие по Тибетскому нагорью вместе с фотографом Винсентом Мюнье. Они мечтают увидеть легендарного снежного барса, «бархатную королеву» Тибета. В ожидании ирбиса путешественники размышляют о жизни, любуются дикой природой и обсуждают философские вопросы."
Аманат,"Драма, История, Биография, Военный",2022,Россия,8.0,"Еще ребенком Джамалутдин, сын имама Шамиля, попал в Российскую империю в качестве аманата. Мальчик вырос и дослужился до чина поручика. В России он нашел и свою любовь — дворянку Лизу Оленину. Сам царь Николай I благословил молодых и обещал присутствовать на свадьбе. Но внезапно имам Шамиль начинает боевые действия против России, чтобы вернуть сына. Джамалутдин принимает решение вернуться на родину, чтобы остановить кровопролитие. Какое будущее теперь ждет молодого горца и юную Лизу?"
Первый Оскар,"Драма, История, Военный",2022,Россия,8.6,"Немецкие войска подступают к Москве осенью 1941 года. Студенты-операторы Лев Альперин и Иван Майский отказываются от эвакуации. Они отбывают на фронт в составе съемочной группы, отправляющейся в самое пекло предстоящей битвы. Работая на пределе возможностей, кинематографисты создают удивительную ленту, которая потрясет голливудскую публику."
Мальдивы подождут,Комедия,2023,Россия,7.5,"В отношениях молодой и успешной пары намечается скандал. Денис заявляет Еве, что уходит от нее к другой женщине и скоро собирается слетать с любовницей на Мальдивы. Поездка на райский курорт внезапно отменяется, когда Ева в порыве гнева бьет неверного парня по голове, а затем связывает и берет в заложники. За жарким семейным конфликтом тем временем скрытно наблюдает пробравшийся в дом вор. Удастся ли Еве силой вернуть любовь Дениса и какую роль в скандале сыграет ошеломленный грабитель?"
1941. Крылья над Берлином,"Драма, Боевик, История, Военный",2022,Россия,8.8,"Август 1941-го года. Советская авиация готовит рискованную операцию по бомбардировке Берлина – столицы гитлеровской Германии. Чтобы выполнить сложное и опасное задание, группе опытных летчиков и недавних курсантов под командованием полковника Преображенского предстоит совершить немыслимый подвиг."
Однажды в пустыне,"Драма, Боевик, Военный",2022,Россия,8.9,"Сирия, 2016 год. Опытный российский сапер Шаберов служит в Сирии и готовится достичь пика своей карьеры: ему скоро предстоит разминировать Пальмиру, захваченную боевиками. После завершения операции он рассчитывает отправиться домой вместе со своей возлюбленной, которую он недавно спас. Но чем ближе он подступает к древнему городу, тем жарче разгорается конфликт с капитаном группы, да и действия врага становятся жестче с каждым днем. Любовь и опасность переплетаются воедино, пока Шаберов готовится вступить в смертоносную схватку с противником."
Артек. Большое путешествие,"Комедия, Семейный",2022,Россия,7.9,"В детском лагере «Артек» Ромка, Ярик, Николетта и Елисей загадывают заветные желания у волшебного дерева. Неожиданно они переносятся назад в 1988 год, где встречают собственных родителей. Чтобы вернуться в будущее, ребятам предстоит подружиться со своими юными папами и мамами, а также помочь наладить им контакт друг с другом."
Бессмертные (2022),Драма,2022,Россия,7.9,"Четыре друга прошли войну в Афганистане и вернулись в Москву, где пытались адаптироваться к мирной жизни. Бывшим солдатам было непросто в 90-е, когда их подвигам и наградам никто не верил, из-за чего они старались не вспоминать лишний раз о своем прошлом. Спустя 20 лет они встречаются на похоронах боевого товарища, который умер от сердечного приступа. Их дружба и любовь к Родине проходят суровое испытание временем, заставляя задуматься о том, как сильно изменились ценности за последние десятилетия."
Папы,"Драма, Комедия",2022,Россия,8.8,"Эти новеллы рассказывают о том, насколько непростыми, запутанными и разными могут быть наши отношения с папами. Несмотря на возраст и жизненные невзгоды, мы все равно всегда остаемся для них детьми – неотъемлемой частью их судьбы."
Булки,Комедия,2022,Россия,8.3,"Таня живет в Подмосковье и мечтает о собственном кафе. Она талантливый повар и печет изумительные булочки, а пока работает на местном комбинате. Жених уверяет Таню, что после свадьбы ее жизнь изменится, но он оказывается мошенником и изменщиком. Несмотря ни на что, девушка планирует воплотить мечту в жизнь. Вместо медового месяца на Бали она отправляется на Шри-Ланку в зимнем пальто и с жутким похмельем."
Монах и бес,"Комедия, Фантастика",2016,Россия,8.7,"Начало XIX века. В мужской монастырь врывается странник в горящей одежде — Иван Шапошников. Его принимают, обеспечивают кровом и работой, но за нахальный нрав ему поручают много невыполнимых задач. Иван легко справляется с любыми делами, и люди начинают поговаривать, будто он способен творить чудеса. Однако настоятель сильно сомневается, что способности Ивана от Бога."
Доктор,Драма,2023,Россия,8.7,"Последняя роль Сергея Пускепалиса. Иван Христофоров работает психиатром в психоневрологическом отделении для подростков. Его пациенты — дети с самыми разными проблемами: от депрессии до гиперопеки. Христофоров, в отличие от других врачей, считает, что важнее спасти душу, а не накачивать несчастных таблетками. В погоне за чужим исцелением врач готов пожертвовать всем."
Беглец,"Боевик, Триллер",2023,США,7.6,"Секретный агент ЦРУ Том Харрис выполняет миссию по уничтожению ядерной программы Афганистана. Когда истинная личность оперативника раскрывается, ему приходится срочно бежать из страны. Самые смертоносные наемники со всего света открывают охоту на Харриса, пока он отчаянно пытается добраться до точки эвакуации в Кандагаре."
Легенда №17,"Драма, Спорт, Биография",2013,Россия,8.9,"Подающий надежды спортсмен знакомится с легендарным тренером Анатолием Тарасовым, который устраивает Харламову серию проверок на выносливость. Талантливый хоккеист блестяще их проходит и становится ведущим нападающим ЦСКА, но вскоре попадает в аварию. Валерий получает серьезную травму, и его участие в Суперсерии 1972 года «СССР — Канада» ставят под сомнение. Но в последний момент игрока включают в состав сборной и дают шанс продемонстрировать свои способности."
Ботан и супербаба,"Комедия, Фантастика",2022,Россия,8.6,"Застенчивому ученому из «Сколково» Ивану предстоит пойти на встречу выпускников, но проблема в том, что даже спустя пятнадцать лет ничего не изменилось — для своих одноклассников он так и остался ботаном. Чтобы впечатлить всех на встрече, он решает украсть девушку-андроида и превратить ее в супербабу с лицом первой красавицы школы. Вот только андроид оказывается спецразработкой, предназначенной для ведения боевых действий."
Пазманский дьявол,"Драма, Спорт, Биография",2016,США,8.8,"На пике своей карьеры чемпион мира попал в аварию, которая разделила всю его жизнь на до и после. Врачи диагностировали пострадавшему перелом шеи и сказали, что о спорте придется забыть навсегда. Не сумев отделаться от собственных притязаний на титулы, Винни тайком начинает посещать тренажерный зал. К чему приведет его рьяное упорство?"
Яйцо Фаберже,Комедия,2022,Россия,7.8,"Друзья детства Беляев и Кичин встречаются на дне жизни. Беляев когда-то мечтал стать актером, но зарабатывает на жизнь, продавая бабулям сковородки, а Кичин давно пошел по наклонной и промышляет мелким хулиганством. Их объединяет общее дело и желание заработать легкие деньги — надо всего-то украсть яйцо Фаберже из местного краеведческого музея. Может быть, все прошло бы удачно, но один из друзей влюбился в жену другого."
Кунг-фу жеребец,"Комедия, Боевик",2023,Китай,8.5,"Мастер боевых искусств Лао Ло отправляется на заслуженный отдых, посвящая все свободное время тренировкам с любимым скакуном. Однажды к мужчине заявляются коллекторы, которые хотят отобрать лошадь за долги. Завязывается драка, и Ло на скакуне эффектно дает отпор негодяям. Конфликт снимает местная молодежь и публикует видео в интернет. Ролик быстро становится вирусным, вот только с армией фанатов у Лао появляются и влиятельные враги."
Чук и Гек. Большое приключение,"Приключения, Семейный",2022,Россия,7.6,"Два веселых брата Чук и Гек со своей заботливой мамой отправляются в Сибирь к отцу-геологу, чтобы вместе отметить приближающийся Новый год. Волнующее путешествие к загадочным Синим горам оборачивается для озорных ребят увлекательным приключением. Мальчишки узнают, что в канун Нового года могут случиться самые удивительные чудеса!"
Звёзды мне укажут путь,"Мелодрама, Семейный",2022,Россия,7.6,"Александрина живет с мамой в маленьком провинциальном городке. Ее отец Гена давно ушел из семьи, чтобы посвятить себя музыке, но карьерные успехи прошли мимо него, как и семейное счастье. Гена скитается по прибрежным городам на своем фудтраке, торгует кофе и поет на улицах. Когда неприятности накрывают с головой, он узнает о предстоящем прослушивании дочери и вызывается отвезти ее в столичную академию."
Нефутбол,"Комедия, Спорт",2021,Россия,8.8,"С самого детства Дане Белых говорили, что футбол не для женщин. Несмотря на стереотипы, она становится капитаном футбольной команды. Но ее клубу грозит закрытие из-за финансовых проблем, игроки уходят, а тренер постоянно болеет. Только победа в решающих играх может спасти клуб, и Даня собирает в команду своих подруг детства. Вместе девушки хотят доказать, что женский футбол ничем не уступает мужскому."
На край света,Комедия,2019,Россия,8.2,"Инфантильный парень Миша никак не может решиться сделать своей девушке предложение. Она, обидевшись, уезжает во Владивосток. Миша едет за ней, чтобы уговорить вернуться и начать все заново. Но в поездке понимает, что гонится не за любимой, а за привычным состоянием комфорта, и встречает во Владивостоке новую любовь."
Обратимая реальность,"Фантастика, Триллер",2022,Россия,8.3,"Тимофей Трибунцев в научно-фантастическом триллере о цифровых технологиях в неправильных руках. Компания «Новая жизнь» предлагает заскучавшим мужчинам и женщинам разбавить серые будни яркими приключениями в виртуальной реальности. Развлечение выходит из-под контроля, когда игроки внезапно начинают сталкиваться с ожившими страхами. Сперва подозрения в хакерской атаке падают на антивиртов, выступающих против цифрового прогресса. Разобраться в происходящем берется сотрудник специальной полиции, который постепенно теряет тонкую грань между виртуальным и реальным миром, а вскоре сам становится главным подозреваемым."
Дикая,"Комедия, Приключения",2022,Россия,8.4,"Алена начинает карьеру модели в надежде покорить Москву. На вечеринке эффектная блондинка привлекает внимание бизнесмена Егора, который предлагает ей улететь в Ниццу прямо с банкета. Вместо этого изрядно выпившая пара прибывает в Якутию, где по стечению обстоятельств Алена остается в тайге одна. Вокруг хищники, а связи и еды — нет. Вооружившись пилочкой и губной помадой, девушка намеревается вернуться домой."
Солнце на вкус,"Приключения, Комедия, Фэнтези, Семейный",2023,Россия,8.0,Мальчик Тимур приезжает на каникулы к своему дедушке в солнечный Узбекистан. Среди покрытого пылью хлама он обнаруживает таинственный медальон с интригующими символами. Внезапная находка ведет Тимура к старинным сокровищам Бухарского эмира. Вместе со своим дедушкой мальчик отправляется навстречу захватывающим и полным испытаний приключениям.
